taxonomy	simpleName	Source	Target	Type	Weight	estimate_direction
Alphaproteobacteria; SAR11 Clade Ia	sn-glycerol 3-phosphate	14	159	Undirected	2	-0.5
Alphaproteobacteria; SAR11 Clade Ia	sn-glycerol 3-phosphate	15	158	Undirected	1	-0.5
Alphaproteobacteria; SAR11 Clade Ia	sn-glycerol 3-phosphate	15	159	Undirected	2	-0.5
Alphaproteobacteria; SAR116 clade	histidine	17	88	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	histidine	17	89	Undirected	2	-0.5
Alphaproteobacteria; SAR116 clade	histidine	18	88	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	histidine	18	89	Undirected	2	-0.5
Alphaproteobacteria; SAR116 clade	GABA	17	140	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	GABA	18	140	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	glutamic acid	17	144	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	glutamic acid	17	145	Undirected	2	-0.5
Alphaproteobacteria; SAR116 clade	glutamic acid	18	144	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	glutamic acid	18	145	Undirected	2	-0.5
Alphaproteobacteria; SAR116 clade	sn-glycerol 3-phosphate	17	158	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	sn-glycerol 3-phosphate	17	159	Undirected	2	-0.5
Alphaproteobacteria; SAR116 clade	sn-glycerol 3-phosphate	18	158	Undirected	1	-0.5
Alphaproteobacteria; SAR116 clade	sn-glycerol 3-phosphate	18	159	Undirected	2	-0.5
Alphaproteobacteria; Stappiaceae	asparagine	19	74	Undirected	1	-0.5
Alphaproteobacteria; Stappiaceae	taurine	19	136	Undirected	1	-0.5
Alphaproteobacteria; Stappiaceae	taurine	19	137	Undirected	2	-0.5
Alphaproteobacteria; Stappiaceae	glutamic acid	19	144	Undirected	1	-0.5
Alphaproteobacteria; Stappiaceae	glutamic acid	19	145	Undirected	2	-0.5
Alphaproteobacteria; Stappiaceae	arginine	19	148	Undirected	1	-0.5
Alphaproteobacteria; Stappiaceae	5'UMP	19	155	Undirected	1	-0.5
Alphaproteobacteria; Stappiaceae	5'UMP	19	156	Undirected	2	-0.5
Bacteria; Margulisbacteria	sarcosine	20	152	Undirected	2	0.5
Bacteria; Margulisbacteria	sarcosine	20	153	Undirected	1	0.5
Bacteria; Marinimicrobia (SAR406 clade)	asparagine	21	74	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	asparagine	22	74	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	GABA	21	140	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	GABA	22	140	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamine	21	142	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamine	21	143	Undirected	3	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamine	22	142	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamine	22	143	Undirected	3	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamic acid	21	144	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamic acid	21	145	Undirected	2	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamic acid	22	144	Undirected	1	-0.5
Bacteria; Marinimicrobia (SAR406 clade)	glutamic acid	22	145	Undirected	2	-0.5
Bacteroidia; Algitalea	sarcosine	23	152	Undirected	2	0.5
Bacteroidia; Algitalea	sarcosine	23	153	Undirected	1	0.5
Bacteroidia; Bacteroidales	malic acid	24	154	Undirected	1	-0.5
Bacteroidia; Chitinophagales	glycine	25	75	Undirected	1	-0.5
Bacteroidia; Chitinophagales	glycine	26	76	Undirected	1	0.5
Bacteroidia; Chitinophagales	glycine	26	77	Undirected	4	0.5
Bacteroidia; Chitinophagales	kynurenine	26	81	Undirected	1	0.5
Bacteroidia; Chitinophagales	kynurenine	26	82	Undirected	4	0.5
Bacteroidia; Chitinophagales	tryptophan	26	86	Undirected	1	0.5
Bacteroidia; Chitinophagales	tryptophan	26	87	Undirected	2	0.5
Bacteroidia; Chitinophagales	histidine	26	90	Undirected	1	0.5
Bacteroidia; Chitinophagales	histidine	26	91	Undirected	3	0.5
Bacteroidia; Chitinophagales	aspartate	25	92	Undirected	1	-0.5
Bacteroidia; Chitinophagales	aspartate	26	93	Undirected	1	0.5
Bacteroidia; Chitinophagales	aspartate	26	94	Undirected	3	0.5
Bacteroidia; Chitinophagales	proline	26	96	Undirected	1	0.5
Bacteroidia; Chitinophagales	proline	26	97	Undirected	4	0.5
Bacteroidia; Chitinophagales	alanine	25	98	Undirected	1	-0.5
Bacteroidia; Chitinophagales	alanine	25	99	Undirected	2	-0.5
Bacteroidia; Chitinophagales	alanine	26	100	Undirected	1	0.5
Bacteroidia; Chitinophagales	alanine	26	101	Undirected	3	0.5
Bacteroidia; Chitinophagales	lysine 2	26	103	Undirected	1	0.5
Bacteroidia; Chitinophagales	lysine 2	26	104	Undirected	4	0.5
Bacteroidia; Chitinophagales	phenylalanine	26	106	Undirected	1	0.5
Bacteroidia; Chitinophagales	phenylalanine	26	107	Undirected	4	0.5
Bacteroidia; Chitinophagales	citrulline	25	108	Undirected	1	-0.5
Bacteroidia; Chitinophagales	citrulline	26	109	Undirected	1	0.5
Bacteroidia; Chitinophagales	citrulline	26	110	Undirected	6	0.5
Bacteroidia; Chitinophagales	ornithine 2	26	112	Undirected	1	0.5
Bacteroidia; Chitinophagales	ornithine 2	26	113	Undirected	5	0.5
Bacteroidia; Chitinophagales	serine	26	114	Undirected	1	0.5
Bacteroidia; Chitinophagales	serine	26	115	Undirected	5	0.5
Bacteroidia; Chitinophagales	threonine	25	116	Undirected	1	-0.5
Bacteroidia; Chitinophagales	threonine	25	117	Undirected	2	-0.5
Bacteroidia; Chitinophagales	threonine	26	118	Undirected	1	0.5
Bacteroidia; Chitinophagales	threonine	26	119	Undirected	3	0.5
Bacteroidia; Chitinophagales	valine	26	122	Undirected	1	0.5
Bacteroidia; Chitinophagales	valine	26	123	Undirected	2	0.5
Bacteroidia; Chitinophagales	isoleucine	26	125	Undirected	1	0.5
Bacteroidia; Chitinophagales	isoleucine	26	126	Undirected	4	0.5
Bacteroidia; Chitinophagales	leucine	26	128	Undirected	1	0.5
Bacteroidia; Chitinophagales	leucine	26	129	Undirected	5	0.5
Bacteroidia; Cryomorphaceae	citrulline	27	108	Undirected	1	-0.5
Bacteroidia; Cryomorphaceae	ornithine 2	27	111	Undirected	1	-0.5
Bacteroidia; Cryomorphaceae	glutathione 2	27	150	Undirected	1	-0.5
Bacteroidia; Cryomorphaceae	sarcosine	27	151	Undirected	1	-0.5
Bacteroidia; Labilibacter	histidine	28	88	Undirected	1	-0.5
Bacteroidia; Labilibacter	histidine	28	89	Undirected	2	-0.5
Bacteroidia; Leeuwenhoekiella	putrescine 2	29	71	Undirected	1	-0.5
Bacteroidia; Leeuwenhoekiella	putrescine 2	29	72	Undirected	2	-0.5
Bacteroidia; NS4 marine group	kynurenine	30	78	Undirected	2	-0.5
Bacteroidia; NS4 marine group	kynurenine	30	79	Undirected	1	-0.5
Bacteroidia; NS4 marine group	kynurenine	30	80	Undirected	3	-0.5
Bacteroidia; NS4 marine group	histidine	30	88	Undirected	1	-0.5
Bacteroidia; NS4 marine group	histidine	30	89	Undirected	2	-0.5
Bacteroidia; NS4 marine group	aspartate	30	92	Undirected	1	-0.5
Bacteroidia; NS4 marine group	phenylalanine	30	105	Undirected	1	-0.5
Bacteroidia; NS4 marine group	citrulline	30	108	Undirected	1	-0.5
Bacteroidia; NS4 marine group	uridine	30	134	Undirected	1	-0.5
Bacteroidia; NS5 marine group	putrescine 2	32	73	Undirected	1	0.5
Bacteroidia; NS5 marine group	kynurenine	31	78	Undirected	2	-0.5
Bacteroidia; NS5 marine group	kynurenine	31	79	Undirected	1	-0.5
Bacteroidia; NS5 marine group	kynurenine	31	80	Undirected	3	-0.5
Bacteroidia; NS5 marine group	tryptophan	31	83	Undirected	2	-0.5
Bacteroidia; NS5 marine group	tryptophan	31	84	Undirected	1	-0.5
Bacteroidia; NS5 marine group	tryptophan	31	85	Undirected	3	-0.5
Bacteroidia; NS5 marine group	aspartate	31	92	Undirected	1	-0.5
Bacteroidia; NS5 marine group	cysteine 2	31	132	Undirected	1	-0.5
Bacteroidia; NS7 marine group	guanosine	33	130	Undirected	1	-0.5
Bacteroidia; NS9 marine group	threonine	34	116	Undirected	1	-0.5
Bacteroidia; NS9 marine group	threonine	34	117	Undirected	2	-0.5
Bacteroidia; NS9 marine group	guanosine	34	130	Undirected	1	-0.5
Bacteroidia; NS9 marine group	cysteine 2	34	132	Undirected	1	-0.5
Bacteroidia; NS9 marine group	taurine	34	136	Undirected	1	-0.5
Bacteroidia; NS9 marine group	taurine	34	137	Undirected	2	-0.5
Bacteroidia; NS9 marine group	glutamine	34	142	Undirected	1	-0.5
Bacteroidia; NS9 marine group	glutamine	34	143	Undirected	3	-0.5
Bacteroidia; NS9 marine group	glutamic acid	34	144	Undirected	1	-0.5
Bacteroidia; NS9 marine group	glutamic acid	34	145	Undirected	2	-0.5
Bacteroidia; NS9 marine group	arginine	34	148	Undirected	1	-0.5
Bacteroidia; NS9 marine group	5'UMP	34	155	Undirected	1	-0.5
Bacteroidia; NS9 marine group	5'UMP	34	156	Undirected	2	-0.5
Bacteroidia; NS9 marine group	sn-glycerol 3-phosphate	34	158	Undirected	1	-0.5
Bacteroidia; NS9 marine group	sn-glycerol 3-phosphate	34	159	Undirected	2	-0.5
Bacteroidia; Saprospiraceae	GABA	35	140	Undirected	1	-0.5
Bdellovibrionia; Bacteriovoracaceae	putrescine 2	36	73	Undirected	1	0.5
Bdellovibrionia; Bacteriovoracaceae	kynurenine	36	81	Undirected	1	0.5
Bdellovibrionia; Bacteriovoracaceae	kynurenine	36	82	Undirected	4	0.5
Bdellovibrionia; Bacteriovoracaceae	tryptophan	36	86	Undirected	1	0.5
