asv_id	dawn (Tektite - LB_seagrass)	dawn (Yawzi - LB_seagrass)	peak_photo (Tektite - LB_seagrass)	peak_photo (Yawzi - LB_seagrass)	peak_photo (Yawzi - Tektite)	dawn (Yawzi - Tektite)	LB_seagrass (peak_photo - dawn)	Yawzi (peak_photo - dawn)	Tektite (peak_photo - dawn)	test_type	Domain	Phylum	Class	Order	Family	Genus	Species
ASV_00325	deseq	deseq								deseq	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	Marinoscillum
ASV_00327	deseq	deseq								deseq	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)
ASV_00332	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	NS4 marine group
ASV_00333	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	OM60(NOR5) clade
ASV_00334	deseq	deseq		corncob						corncob	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	OM27 clade
ASV_00337	deseq_corncob	deseq		deseq						all	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	Bradymonadales
ASV_00339	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Aestuariibacter	Aestuariibacter
ASV_00341	deseq	deseq					deseq			deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
ASV_00343	deseq		deseq							deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	Clade Ia
ASV_00344	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	Clade II
ASV_00346	deseq	deseq	deseq	deseq						deseq	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	SAR202 clade	SAR202 clade	SAR202 clade
ASV_00348	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aestuariicoccus	Aestuariicoccus
ASV_00349	deseq	deseq					deseq		deseq	deseq	Bacteria	Fusobacteriota	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	Propionigenium
ASV_00353	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	SAR86 clade
ASV_00354	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculaceae	Parvibaculaceae
ASV_00357	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae
ASV_00358	deseq	deseq								deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum
ASV_00359	deseq	deseq	deseq	deseq						deseq	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	P3OB-42
ASV_00360	deseq	deseq_corncob	deseq_corncob	deseq						all	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fabibacter	Fabibacter
ASV_00361	deseq_corncob	deseq_corncob	deseq_corncob	deseq_corncob						all	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
ASV_00364	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	KI89A clade	KI89A clade
ASV_00365	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	NS4 marine group
ASV_00366	deseq	deseq	deseq							deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	Clade II
ASV_00368	deseq		deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	SAR116 clade
ASV_00369	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae
ASV_00372	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	Mesoflavibacter
ASV_00375	deseq	deseq	deseq	deseq						deseq	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)
ASV_00381	deseq		deseq			deseq		deseq		deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	Clade II
ASV_00387	deseq	deseq								deseq	Bacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)
ASV_00389	deseq	deseq_corncob	deseq	deseq						all	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae	Holosporaceae
ASV_00392	deseq_corncob	deseq_corncob								all	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexaceae	Oligoflexaceae
ASV_00398	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappiaceae	Stappiaceae
ASV_00399	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	ethanolicus
ASV_00400	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	Thiomicrorhabdus
ASV_00406	deseq		deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	Clade II
ASV_00408	deseq	deseq	deseq							deseq	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)
ASV_00410	deseq	deseq	deseq							deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Salinimonas	Salinimonas
ASV_00413	deseq									deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	Clade II
ASV_00421	deseq	deseq	deseq_corncob	deseq_corncob		deseq				all	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)
ASV_00429	deseq	deseq	deseq_corncob							all	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group III	Marine Group III	Marine Group III	Marine Group III
ASV_00431	deseq	deseq								deseq	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)
ASV_00435	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospiraceae	Ectothiorhodospiraceae
ASV_00437	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	Clade II
ASV_00440	deseq	deseq_corncob	deseq	deseq						all	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	Saprospiraceae
ASV_00441	deseq	deseq	deseq	deseq						deseq	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	Rubritalea
ASV_00444	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	Thiomicrorhabdus
ASV_00445	deseq	deseq	deseq	deseq			deseq			deseq	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteriales	Oscillatoriaceae	Oscillatoriaceae	Oscillatoriaceae
ASV_00448	deseq_corncob	deseq_corncob		deseq						all	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Coxiella
ASV_00451	deseq	deseq_corncob	deseq				deseq			all	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovoracaceae	Bacteriovoracaceae
ASV_00453	deseq		deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	AEGEAN-169 marine group	AEGEAN-169 marine group
ASV_00454	deseq					deseq				deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Candidatus Puniceispirillum	Candidatus Puniceispirillum
ASV_00461	deseq	deseq		deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	OM60(NOR5) clade
ASV_00462	deseq					deseq				deseq	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	OM27 clade
ASV_00463	deseq	deseq								deseq	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	akajimensis
ASV_00474	deseq	deseq	deseq	deseq						deseq	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
ASV_00479	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae
ASV_00482	deseq	corncob								corncob	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	Bradymonadales
ASV_00484	deseq	deseq	deseq	deseq						deseq	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	Rubritalea
ASV_00490	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales	Enterobacterales	Enterobacterales
ASV_00491	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75 clade	OM75 clade
ASV_00495	deseq	deseq_corncob	deseq	deseq						all	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	Crocinitomix
ASV_00507	deseq	deseq								deseq	Bacteria	Dadabacteria	Dadabacteria	Dadabacteriales	Dadabacteriales	Dadabacteriales	Dadabacteriales
ASV_00511	deseq									deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	SAR116 clade
ASV_00512	deseq_corncob	deseq								all	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	Crocinitomix
ASV_00516	deseq									deseq	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexaceae	Oligoflexaceae
ASV_00517	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Pseudohaliea	Pseudohaliea
ASV_00520	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium
ASV_00523	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	ponticus
ASV_00525	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella	Flavicella
ASV_00526	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae	Cyclobacteriaceae
ASV_00527	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera
ASV_00528	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella
ASV_00530	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	Roseimarinus
ASV_00537	deseq	deseq								deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa
ASV_00543	deseq	deseq_corncob	deseq							all	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	Saprospiraceae
ASV_00550	deseq									deseq	Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
ASV_00556	deseq	deseq	deseq							deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NS5 marine group
ASV_00562	deseq	deseq								deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	Macellibacteroides
ASV_00565	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
ASV_00568	deseq	deseq					deseq			deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales	Bacteroidales	Bacteroidales
ASV_00570	deseq	deseq_corncob	deseq	deseq						all	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Ponticaulis	Ponticaulis
ASV_00571	deseq	deseq	deseq	deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae
ASV_00572	deseq	deseq		deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae	Hyphomonadaceae
ASV_00575	deseq	deseq						deseq_corncob	deseq	all	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales	Bacteroidales	Bacteroidales
ASV_00580	deseq									deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae	Holosporaceae
ASV_00591	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
ASV_00600	deseq	deseq_corncob	deseq_corncob	deseq_corncob						all	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales	Bacteroidales	Bacteroidales
ASV_00608	deseq	deseq					deseq			deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	Prevotellaceae UCG-004
ASV_00609	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	Actibacter
ASV_00614	deseq	deseq	deseq	deseq						deseq	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae	Sandaracinaceae
ASV_00624	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
ASV_00626	deseq	deseq	deseq	deseq						deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	Methylophaga
ASV_00630	deseq	deseq_corncob					deseq			all	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	butyricum
ASV_00641	deseq									deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
ASV_00642	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
ASV_00644	deseq_corncob	deseq	deseq	deseq						all	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	Hirschia
ASV_00650	deseq	deseq	deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia	Bacteroidia	Bacteroidia	Bacteroidia
ASV_00654	deseq									deseq	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma
ASV_00661	deseq_corncob	deseq	deseq							all	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	WCHB1-41
ASV_00678	deseq	deseq								deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	Candidatus Megaira
ASV_00682	deseq			deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	Filomicrobium
ASV_00696	deseq	deseq		deseq						deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade CHAB-I-5 lineage	Roseobacter clade CHAB-I-5 lineage
ASV_00697	deseq									deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiellaceae	Terasakiellaceae
ASV_00709	deseq									deseq	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales Incertae Sedis	Candidatus Hepatoplasma	Candidatus Hepatoplasma
ASV_00711	deseq		deseq	deseq						deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	Crocinitomix
ASV_00712	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Unknown Family	Unknown Family
ASV_00719	deseq	deseq								deseq	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-007	Lachnospiraceae UCG-007
ASV_00750	deseq	deseq	deseq	deseq						deseq	Bacteria	Fusobacteriota	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	perfoetens
ASV_00759	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
ASV_00769	deseq	deseq								deseq	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum
ASV_00781	deseq	deseq					deseq			deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter
ASV_00783	deseq	deseq					deseq			deseq	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	Muribaculaceae
ASV_00801	deseq	deseq								deseq	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens
ASV_00838	deseq	deseq								deseq	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	Sarcina
ASV_00851	deseq	deseq								deseq	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
ASV_00859	deseq									deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Eionea	nigra
ASV_00884	deseq	deseq								deseq	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas
ASV_00933	deseq	deseq								deseq	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	Saprospiraceae
