cluster,Source,Target,Type,Weight
seagrass,141,135,Undirected,0.3009816668343468
seagrass,141,103,Undirected,0.24636965952606982
seagrass,139,133,Undirected,0.31099930914415586
seagrass,133,99,Undirected,0.2963100189583655
seagrass,92,97,Undirected,0.31666576535744295
seagrass,92,118,Undirected,0.3911772780922357
seagrass,93,126,Undirected,0.4926350922225551
seagrass,94,95,Undirected,0.3644046493108938
seagrass,94,99,Undirected,0.28644232266365266
seagrass,94,115,Undirected,0.2659406975498868
seagrass,95,99,Undirected,0.28541013652561187
seagrass,95,114,Undirected,0.263138106266373
seagrass,95,120,Undirected,0.2485448396817983
seagrass,95,143,Undirected,0.3150921088322428
seagrass,95,130,Undirected,0.3136564947380789
seagrass,96,144,Undirected,0.22932108401647744
seagrass,96,149,Undirected,0.2899689026854919
seagrass,96,148,Undirected,0.2976387457755024
seagrass,97,107,Undirected,0.4275808958225079
seagrass,97,120,Undirected,0.29126103616507115
seagrass,97,124,Undirected,0.304518557684756
seagrass,97,144,Undirected,0.38105187244257
seagrass,98,146,Undirected,0.3194930776889666
seagrass,99,112,Undirected,0.3292425969796916
seagrass,99,115,Undirected,0.35902359313406096
seagrass,100,108,Undirected,0.2606106383567477
seagrass,100,124,Undirected,0.2388047019499836
seagrass,100,145,Undirected,0.27839033662880763
seagrass,101,103,Undirected,0.36605108464696323
seagrass,101,124,Undirected,0.34224445663388414
seagrass,101,132,Undirected,0.28099402750226865
seagrass,102,114,Undirected,0.301905225382736
seagrass,102,119,Undirected,0.29291879727978865
seagrass,102,129,Undirected,0.2944101335890462
seagrass,103,143,Undirected,0.3043790998249861
seagrass,104,113,Undirected,0.34486497234411806
seagrass,104,146,Undirected,0.3263617533543721
seagrass,105,147,Undirected,0.34940929354943795
seagrass,106,110,Undirected,0.4115520333927908
seagrass,106,114,Undirected,0.2801807197721764
seagrass,107,112,Undirected,0.28469061489478686
seagrass,107,131,Undirected,0.3450397084539738
seagrass,108,127,Undirected,0.49152521748472444
seagrass,109,110,Undirected,0.3867557794519436
seagrass,110,113,Undirected,0.28545935324602134
seagrass,111,123,Undirected,0.28720227764173656
seagrass,111,128,Undirected,0.2942088430614058
seagrass,111,129,Undirected,0.2581619147132467
seagrass,111,144,Undirected,0.3048828176282474
seagrass,112,143,Undirected,0.2783894131679572
seagrass,113,146,Undirected,0.3453603215433789
seagrass,113,147,Undirected,0.34545492167348313
seagrass,115,146,Undirected,0.2932681290047001
seagrass,116,119,Undirected,0.27008702476769786
seagrass,116,146,Undirected,0.2941480622063348
seagrass,117,119,Undirected,0.46193808631259625
seagrass,117,125,Undirected,0.29572216969823717
seagrass,117,146,Undirected,0.28703499749643013
seagrass,117,148,Undirected,0.36710430198747823
seagrass,118,143,Undirected,0.29499073810002574
seagrass,118,124,Undirected,0.3107332688309964
seagrass,118,144,Undirected,0.32309684868982746
seagrass,118,149,Undirected,0.37293279238384236
seagrass,120,131,Undirected,0.24729367325031182
seagrass,120,132,Undirected,0.35322816331128437
seagrass,121,131,Undirected,0.3839925998308268
seagrass,122,147,Undirected,0.30065259004334577
seagrass,123,129,Undirected,0.44053172397974494
seagrass,123,132,Undirected,0.454987628585535
seagrass,124,144,Undirected,0.44711735916981377
seagrass,128,132,Undirected,0.27446754984708033
seagrass,130,147,Undirected,0.2919491858108796
seagrass,132,148,Undirected,0.32213988174061126
seagrass,144,148,Undirected,0.2788657429564021
seagrass,149,148,Undirected,0.29068083007298706
