contrast	asv_id	estimate	pval	group	site	commonid	test_type	model	sampling_time	Combo	baseline	baseMean	padj	log2FoldChange_MMSE	pair1	pair2	hold	variable	p_fdr
peak_photo (Yawzi - LB_seagrass)	ASV_00441						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.03589924932185102
peak_photo (Tektite - LB_seagrass)	ASV_00568						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.004890659361852952
peak_photo (Yawzi - LB_seagrass)	ASV_00018						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.2942803606786347e-4
peak_photo (Tektite - LB_seagrass)	ASV_00018						corncob	cc_da									peak_photo	Tektite - LB_seagrass	2.952625129519851e-6
peak_photo (Yawzi - Tektite)	ASV_00337						corncob	cc_dv									peak_photo	Yawzi - Tektite	0.0010691670968507976
peak_photo (Yawzi - LB_seagrass)	ASV_00337						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0015280429710278279
peak_photo (Yawzi - LB_seagrass)	ASV_00392						corncob	cc_dv									peak_photo	Yawzi - LB_seagrass	0.0027938564489211745
peak_photo (Tektite - LB_seagrass)	ASV_00392						corncob	cc_dv									peak_photo	Tektite - LB_seagrass	0.009621672187221725
peak_photo (Yawzi - Tektite)	ASV_00094						corncob	cc_dv									peak_photo	Yawzi - Tektite	0.022734691826218584
peak_photo (Yawzi - LB_seagrass)	ASV_00094						corncob	cc_dv									peak_photo	Yawzi - LB_seagrass	0.0035778555321228285
peak_photo (Yawzi - Tektite)	ASV_00429						corncob	cc_da									peak_photo	Yawzi - Tektite	0.009808725248329781
peak_photo (Tektite - LB_seagrass)	ASV_00429						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.013202993423419416
peak_photo (Yawzi - LB_seagrass)	ASV_00004						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	8.275479973381056e-5
peak_photo (Tektite - LB_seagrass)	ASV_00004						corncob	cc_da									peak_photo	Tektite - LB_seagrass	3.798029809098068e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00007						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.7643067501240863e-4
peak_photo (Tektite - LB_seagrass)	ASV_00007						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.039588205124564e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00008						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.5027669236310025e-4
peak_photo (Tektite - LB_seagrass)	ASV_00008						corncob	cc_da									peak_photo	Tektite - LB_seagrass	6.5933519051526885e-6
peak_photo (Yawzi - LB_seagrass)	ASV_00013						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.0463128358263769e-5
peak_photo (Tektite - LB_seagrass)	ASV_00013						corncob	cc_da									peak_photo	Tektite - LB_seagrass	3.7643029172611216e-6
peak_photo (Yawzi - LB_seagrass)	ASV_00014						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	3.169194914296611e-5
peak_photo (Tektite - LB_seagrass)	ASV_00014						corncob	cc_da									peak_photo	Tektite - LB_seagrass	6.16619984973822e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00021						corncob	cc_da					6.038112801651284e-14				peak_photo	Yawzi - LB_seagrass	6.038112801651284e-14
peak_photo (Tektite - LB_seagrass)	ASV_00021						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.2227273554492144e-9
peak_photo (Yawzi - LB_seagrass)	ASV_00036						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	3.02398171162204e-13
peak_photo (Tektite - LB_seagrass)	ASV_00036						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.180076718586914e-13
peak_photo (Yawzi - LB_seagrass)	ASV_00053						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.0931039587175676e-8
peak_photo (Tektite - LB_seagrass)	ASV_00053						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.0496956429874055e-7
peak_photo (Yawzi - LB_seagrass)	ASV_00057						corncob	cc_dv									peak_photo	Yawzi - LB_seagrass	0.029473131946013895
peak_photo (Yawzi - LB_seagrass)	ASV_00058						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0038521993018625473
peak_photo (Tektite - LB_seagrass)	ASV_00058						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.010144682217039694
peak_photo (Yawzi - LB_seagrass)	ASV_00093						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.743048094455311e-10
peak_photo (Tektite - LB_seagrass)	ASV_00093						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.8362754882993765e-13
peak_photo (Yawzi - LB_seagrass)	ASV_00096						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.010055822472499e-4
peak_photo (Tektite - LB_seagrass)	ASV_00096						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.408973177987916e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00097						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	3.418057597048113e-8
peak_photo (Tektite - LB_seagrass)	ASV_00097						corncob	cc_da									peak_photo	Tektite - LB_seagrass	2.151511280837821e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00103						corncob	cc_dv									peak_photo	Yawzi - LB_seagrass	0.01168872995907626
peak_photo (Yawzi - LB_seagrass)	ASV_00105						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	4.819121050922803e-10
peak_photo (Yawzi - LB_seagrass)	ASV_00119						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0028886329091817285
peak_photo (Tektite - LB_seagrass)	ASV_00119						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.45301626141503e-4
peak_photo (Yawzi - LB_seagrass)	ASV_00125						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.016718003931235743
peak_photo (Tektite - LB_seagrass)	ASV_00125						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.002084601721161549
peak_photo (Yawzi - LB_seagrass)	ASV_00130						corncob	cc_dv									peak_photo	Yawzi - LB_seagrass	0.011644488169665509
peak_photo (Yawzi - LB_seagrass)	ASV_00131						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.5070006644293395e-5
peak_photo (Tektite - LB_seagrass)	ASV_00131						corncob	cc_da									peak_photo	Tektite - LB_seagrass	2.580804791623408e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00133						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.1158845467399818e-7
peak_photo (Tektite - LB_seagrass)	ASV_00133						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.1948113396276043e-7
peak_photo (Yawzi - LB_seagrass)	ASV_00138						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.003785701333209137
peak_photo (Tektite - LB_seagrass)	ASV_00138						corncob	cc_da									peak_photo	Tektite - LB_seagrass	3.8366252403623726e-4
peak_photo (Yawzi - LB_seagrass)	ASV_00146						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.958824359956837e-4
peak_photo (Tektite - LB_seagrass)	ASV_00146						corncob	cc_da									peak_photo	Tektite - LB_seagrass	3.798029809098068e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00150						corncob	cc_dv									peak_photo	Yawzi - LB_seagrass	0.010221882804686154
peak_photo (Yawzi - LB_seagrass)	ASV_00153						corncob	cc_dv									peak_photo	Yawzi - LB_seagrass	0.020936419065635658
peak_photo (Tektite - LB_seagrass)	ASV_00153						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.03822865550525059
peak_photo (Yawzi - LB_seagrass)	ASV_00155						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.038980483145600583
peak_photo (Tektite - LB_seagrass)	ASV_00155						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.010144682217039694
peak_photo (Yawzi - LB_seagrass)	ASV_00186						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.002246830605499219
peak_photo (Yawzi - LB_seagrass)	ASV_00191						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.002246830605499219
peak_photo (Tektite - LB_seagrass)	ASV_00191						corncob	cc_da									peak_photo	Tektite - LB_seagrass	3.8366252403623726e-4
peak_photo (Yawzi - LB_seagrass)	ASV_00209						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.013826261552084499
peak_photo (Tektite - LB_seagrass)	ASV_00209						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.009037651334796254
peak_photo (Yawzi - LB_seagrass)	ASV_00215						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	5.081635761672789e-13
peak_photo (Tektite - LB_seagrass)	ASV_00215						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.7653236574233516e-7
peak_photo (Yawzi - LB_seagrass)	ASV_00227						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.03811660632841379
peak_photo (Tektite - LB_seagrass)	ASV_00227						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.006492807149374556
peak_photo (Yawzi - LB_seagrass)	ASV_00229						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.018388920872325177
peak_photo (Tektite - LB_seagrass)	ASV_00229						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.036093790928134445
peak_photo (Yawzi - LB_seagrass)	ASV_00236						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.7643067501240863e-4
peak_photo (Tektite - LB_seagrass)	ASV_00236						corncob	cc_da									peak_photo	Tektite - LB_seagrass	2.1855584540588212e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00243						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0015134790544364272
peak_photo (Tektite - LB_seagrass)	ASV_00243						corncob	cc_da									peak_photo	Tektite - LB_seagrass	8.779252476496678e-4
peak_photo (Yawzi - LB_seagrass)	ASV_00251						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.6290270536873365e-6
peak_photo (Tektite - LB_seagrass)	ASV_00251						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.003076605135496843
peak_photo (Yawzi - LB_seagrass)	ASV_00260						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.013056120036428687
peak_photo (Tektite - LB_seagrass)	ASV_00260						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.02139412114010955
peak_photo (Yawzi - LB_seagrass)	ASV_00269						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.7345155951471822e-4
peak_photo (Yawzi - LB_seagrass)	ASV_00271						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0013424460826394606
peak_photo (Yawzi - LB_seagrass)	ASV_00282						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	8.440637355263394e-9
peak_photo (Tektite - LB_seagrass)	ASV_00282						corncob	cc_da									peak_photo	Tektite - LB_seagrass	3.736297537690751e-6
peak_photo (Yawzi - LB_seagrass)	ASV_00300						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	8.376830266067834e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00321						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	5.585823614128423e-4
peak_photo (Tektite - LB_seagrass)	ASV_00321						corncob	cc_da									peak_photo	Tektite - LB_seagrass	7.253664971014202e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00361						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.01958207550252765
peak_photo (Tektite - LB_seagrass)	ASV_00361						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.03777158618608794
peak_photo (Yawzi - LB_seagrass)	ASV_00389						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0034689681976705355
peak_photo (Tektite - LB_seagrass)	ASV_00389						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.002042170433962402
peak_photo (Yawzi - LB_seagrass)	ASV_00469						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.03479840753707071
peak_photo (Tektite - LB_seagrass)	ASV_00469						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.03031240987046351
peak_photo (Yawzi - LB_seagrass)	ASV_00495						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0011715854570623443
peak_photo (Tektite - LB_seagrass)	ASV_00495						corncob	cc_da									peak_photo	Tektite - LB_seagrass	5.324590658886073e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00524						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	6.833786314372909e-6
peak_photo (Tektite - LB_seagrass)	ASV_00524						corncob	cc_da									peak_photo	Tektite - LB_seagrass	5.510679219727403e-9
peak_photo (Yawzi - LB_seagrass)	ASV_00525						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.03946214500204972
peak_photo (Tektite - LB_seagrass)	ASV_00525						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.030457995753982756
peak_photo (Yawzi - LB_seagrass)	ASV_00528						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.017539894087986247
peak_photo (Yawzi - LB_seagrass)	ASV_00570						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.04481730572231369
peak_photo (Yawzi - LB_seagrass)	ASV_00614						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.011353536372593395
peak_photo (Tektite - LB_seagrass)	ASV_00614						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.014694804817141603
peak_photo (Yawzi - LB_seagrass)	ASV_00624						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.010818813821854104
peak_photo (Tektite - LB_seagrass)	ASV_00624						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.03449636736494224
peak_photo (Yawzi - LB_seagrass)	ASV_00661						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	6.48341962134807e-4
peak_photo (Tektite - LB_seagrass)	ASV_00661						corncob	cc_da									peak_photo	Tektite - LB_seagrass	5.5910830068890744e-5
peak_photo (Yawzi - LB_seagrass)	ASV_00709						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0025550659187435717
peak_photo (Yawzi - LB_seagrass)	ASV_00837						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.011949197742452919
peak_photo (Tektite - LB_seagrass)	ASV_00837						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.003145473968738627
peak_photo (Yawzi - LB_seagrass)	ASV_00848						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0010190018917250905
peak_photo (Yawzi - LB_seagrass)	ASV_00851						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.016071067290444184
peak_photo (Yawzi - LB_seagrass)	ASV_00882						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0011558622315769812
peak_photo (Yawzi - LB_seagrass)	ASV_00899						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.011604128471399048
peak_photo (Tektite - LB_seagrass)	ASV_00899						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.007995579346830517
peak_photo (Yawzi - LB_seagrass)	ASV_00917						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.2194088602402911e-5
peak_photo (Tektite - LB_seagrass)	ASV_00917						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.002714605070183424
peak_photo (Yawzi - LB_seagrass)	ASV_01015						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.009760789746566172
peak_photo (Yawzi - LB_seagrass)	ASV_01134						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.2250399752983323e-8
peak_photo (Tektite - LB_seagrass)	ASV_01134						corncob	cc_da									peak_photo	Tektite - LB_seagrass	4.700363647025044e-10
peak_photo (Yawzi - LB_seagrass)	ASV_01140						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	3.170849383998445e-7
peak_photo (Yawzi - LB_seagrass)	ASV_01583						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0038521993018625473
peak_photo (Tektite - LB_seagrass)	ASV_01583						corncob	cc_da									peak_photo	Tektite - LB_seagrass	9.227668434991872e-5
peak_photo (Yawzi - LB_seagrass)	ASV_01729						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.0013424460826394606
peak_photo (Tektite - LB_seagrass)	ASV_01729						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.015205239400200308
peak_photo (Yawzi - LB_seagrass)	ASV_02096						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.018666242959810578
peak_photo (Yawzi - LB_seagrass)	ASV_02219						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.04989607978891247
peak_photo (Yawzi - LB_seagrass)	ASV_02305						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.1172829376301794e-5
peak_photo (Tektite - LB_seagrass)	ASV_02305						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.02654201189352249
peak_photo (Yawzi - LB_seagrass)	ASV_02718						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	0.011996854253906099
peak_photo (Tektite - LB_seagrass)	ASV_00015						corncob	cc_dv									peak_photo	Tektite - LB_seagrass	0.044732258906067524
peak_photo (Tektite - LB_seagrass)	ASV_00064						corncob	cc_da									peak_photo	Tektite - LB_seagrass	5.289412017778269e-4
peak_photo (Tektite - LB_seagrass)	ASV_00177						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.03449636736494224
peak_photo (Tektite - LB_seagrass)	ASV_00217						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.003145473968738627
peak_photo (Tektite - LB_seagrass)	ASV_00346						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.045477146088273704
peak_photo (Tektite - LB_seagrass)	ASV_00360						corncob	cc_da									peak_photo	Tektite - LB_seagrass	6.570635928080614e-4
peak_photo (Tektite - LB_seagrass)	ASV_00367						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.04286830405719181
peak_photo (Tektite - LB_seagrass)	ASV_00530						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.04631056480659397
peak_photo (Tektite - LB_seagrass)	ASV_00609						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.03822865550525059
peak_photo (Tektite - LB_seagrass)	ASV_00654						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.03449636736494224
peak_photo (Tektite - LB_seagrass)	ASV_00993						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.02951971507745549
peak_photo (Tektite - LB_seagrass)	ASV_01180						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.023711285561880895
peak_photo (Tektite - LB_seagrass)	ASV_01202						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.012376410987680367
peak_photo (Tektite - LB_seagrass)	ASV_01217						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.04631056480659397
peak_photo (Tektite - LB_seagrass)	ASV_01448						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.04139945015058381
peak_photo (Tektite - LB_seagrass)	ASV_02093						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.04286830405719181
peak_photo (Tektite - LB_seagrass)	ASV_02345						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.04631056480659397
peak_photo (Tektite - LB_seagrass)	ASV_02722						corncob	cc_da									peak_photo	Tektite - LB_seagrass	0.01662245620606639
LB_seagrass (peak_photo - dawn)	ASV_00002						corncob	cc_da									LB_seagrass	peak_photo - dawn	0.015660186318201028
LB_seagrass (peak_photo - dawn)	ASV_00012						corncob	cc_da									LB_seagrass	peak_photo - dawn	7.526359371551695e-4
LB_seagrass (peak_photo - dawn)	ASV_00023						corncob	cc_da									LB_seagrass	peak_photo - dawn	0.014641198368727633
LB_seagrass (peak_photo - dawn)	ASV_00031						corncob	cc_da									LB_seagrass	peak_photo - dawn	0.035610714713336364
LB_seagrass (peak_photo - dawn)	ASV_00783						corncob	cc_da									LB_seagrass	peak_photo - dawn	0.02332101284718983
Tektite (peak_photo - dawn)	ASV_00568						corncob	cc_da									Tektite	peak_photo - dawn	9.86951839022641e-4
Tektite (peak_photo - dawn)	ASV_00018						corncob	cc_dv									Tektite	peak_photo - dawn	0.02688740711230246
Tektite (peak_photo - dawn)	ASV_00337						corncob	cc_dv									Tektite	peak_photo - dawn	0.016863452181817475
Tektite (peak_photo - dawn)	ASV_00349						corncob	cc_da									Tektite	peak_photo - dawn	0.030998388955806404
Tektite (peak_photo - dawn)	ASV_00392						corncob	cc_da									Tektite	peak_photo - dawn	0.005231628154367044
Yawzi (peak_photo - dawn)	ASV_00002						corncob	cc_da									Yawzi	peak_photo - dawn	0.03781801743115925
Yawzi (peak_photo - dawn)	ASV_00003						corncob	cc_da									Yawzi	peak_photo - dawn	3.276950310829873e-4
Yawzi (peak_photo - dawn)	ASV_00006						corncob	cc_da									Yawzi	peak_photo - dawn	0.021631433292616457
Yawzi (peak_photo - dawn)	ASV_00009						corncob	cc_da									Yawzi	peak_photo - dawn	0.0034531522121732947
Yawzi (peak_photo - dawn)	ASV_00012						corncob	cc_da									Yawzi	peak_photo - dawn	0.021631433292616457
Yawzi (peak_photo - dawn)	ASV_00017						corncob	cc_da									Yawzi	peak_photo - dawn	0.015398498822223406
Yawzi (peak_photo - dawn)	ASV_00023						corncob	cc_da									Yawzi	peak_photo - dawn	2.211781699426595e-4
Yawzi (peak_photo - dawn)	ASV_00031						corncob	cc_da									Yawzi	peak_photo - dawn	0.04165381746923609
Yawzi (peak_photo - dawn)	ASV_00038						corncob	cc_da									Yawzi	peak_photo - dawn	0.0015910280721142841
Yawzi (peak_photo - dawn)	ASV_00045						corncob	cc_da									Yawzi	peak_photo - dawn	6.607181650298424e-5
Yawzi (peak_photo - dawn)	ASV_00059						corncob	cc_da									Yawzi	peak_photo - dawn	0.0034531522121732947
Yawzi (peak_photo - dawn)	ASV_00072						corncob	cc_da									Yawzi	peak_photo - dawn	8.743535611597255e-5
Yawzi (peak_photo - dawn)	ASV_00111						corncob	cc_da									Yawzi	peak_photo - dawn	4.7825987500225785e-4
Yawzi (peak_photo - dawn)	ASV_00124						corncob	cc_da									Yawzi	peak_photo - dawn	0.029163283692724234
Yawzi (peak_photo - dawn)	ASV_00129						corncob	cc_da									Yawzi	peak_photo - dawn	9.128472697583988e-4
Yawzi (peak_photo - dawn)	ASV_00164						corncob	cc_da									Yawzi	peak_photo - dawn	8.743535611597255e-5
Yawzi (peak_photo - dawn)	ASV_00313						corncob	cc_da									Yawzi	peak_photo - dawn	0.023877673351356876
Yawzi (peak_photo - dawn)	ASV_00441						corncob	cc_da									Yawzi	peak_photo - dawn	0.014760789292771819
Yawzi (peak_photo - dawn)	ASV_00568						corncob	cc_da									Yawzi	peak_photo - dawn	0.004658491146433902
