contrast	asv_id	estimate	pval	group	site	commonid	test_type	model	sampling_time	Combo	baseline	baseMean	padj	log2FoldChange_MMSE	pair1	pair2	hold	variable	p_fdr
Tektite_dawn - LB_seagrass_dawn	ASV_00012				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	2152.622601078631	1.827413472246075e-34	1.8444264163308746	Tektite_dawn	LB_seagrass_dawn			
Yawzi_dawn - LB_seagrass_dawn	ASV_00012				Yawzi		deseq	manual_dawn	dawn	Yawzi_d	LB_seagrass_time	2152.622601078631	1.4946302359742725e-18	1.366114586466808	Yawzi_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00012				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	2152.622601078631	1.9489733437872747e-13	1.1388034337792738	Tektite_peak_photo	LB_seagrass_peak_photo			
Tektite_dawn - LB_seagrass	ASV_00014				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	4492.486807685852	2.6658829880479504e-14	-1.0935094846624294	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00014				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	4492.486807685852	2.868750018897444e-17	-1.2120005371097793	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00014				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	4492.486807685852	4.194055850957608e-14	-1.101835939115493	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00014				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	4492.486807685852	3.45671325817069e-14	-1.2530576254768842	Tektite_dawn	LB_seagrass_dawn			
Tektite_dawn - LB_seagrass	ASV_00018				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	876.1496939516667	2.532354781991148e-12	1.0411119887009197	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00018				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	876.1496939516667	5.177569754915622e-13	1.0746442648222818	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00018				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	876.1496939516667	4.356871239056788e-10	0.951350636157433	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00018				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	876.1496939516667	6.781154435500134e-12	1.1810962543371708	Tektite_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00021				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	2529.6497309351917	2.680854012250517e-10	-0.9120075617337413	Tektite_peak_photo	LB_seagrass_peak_photo			
Tektite_dawn - LB_seagrass	ASV_00058				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	260.887616505273	9.702973902393726e-11	-1.6232690428506782	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00058				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	260.887616505273	3.903351591042688e-11	-1.6634582344550752	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00058				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	260.887616505273	4.15147295529831e-11	-1.691015405139224	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00058				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	260.887616505273	2.358418569283856e-11	-1.933090003651993	Tektite_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00059				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	235.75657731577618	5.210349117740321e-12	-1.3132793641416762	Tektite_peak_photo	LB_seagrass_peak_photo			
Tektite_dawn - LB_seagrass_dawn	ASV_00060				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	320.66579572807535	1.4315810649737248e-25	-12.179200329667378	Tektite_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00060				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	320.66579572807535	9.924717985159466e-25	-12.277789920307372	Tektite_peak_photo	LB_seagrass_peak_photo			
Yawzi_peak_photo - LB_seagrass_peak_photo	ASV_00060				Yawzi		deseq	manual_photo	peak_photo	Yawzi_p	LB_seagrass_time	320.66579572807535	1.0581855148868405e-24	-12.295810068173157	Yawzi_peak_photo	LB_seagrass_peak_photo			
Tektite_dawn - LB_seagrass	ASV_00066				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	270.07861476749974	4.994457380039669e-10	-1.6493635968919915	Tektite_dawn	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00072				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	168.57365007164373	8.749933612622345e-26	3.447577169741511	Tektite_dawn	LB_seagrass_dawn			
Yawzi_dawn - LB_seagrass_dawn	ASV_00072				Yawzi		deseq	manual_dawn	dawn	Yawzi_d	LB_seagrass_time	168.57365007164373	1.7639928537856186e-15	2.693569545829269	Yawzi_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00072				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	168.57365007164373	4.988385839121217e-14	2.450500197685227	Tektite_peak_photo	LB_seagrass_peak_photo			
Tektite_peak_photo - LB_seagrass	ASV_00096				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	124.88187067437865	1.817800988510555e-10	1.1930041493426342	Tektite_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00097				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	152.1110263182883	4.3280600780667826e-16	-2.257314020659281	Tektite_dawn	LB_seagrass_dawn			
Yawzi_dawn - LB_seagrass_dawn	ASV_00097				Yawzi		deseq	manual_dawn	dawn	Yawzi_d	LB_seagrass_time	152.1110263182883	7.163708680943583e-17	-2.372097057750021	Yawzi_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00097				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	152.1110263182883	4.966054808834765e-10	-1.7685064283452239	Tektite_peak_photo	LB_seagrass_peak_photo			
Tektite_dawn - LB_seagrass_dawn	ASV_00105				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	131.18811141841138	1.2817250095106505e-19	-7.400492732888424	Tektite_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00105				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	131.18811141841138	8.232508032035413e-31	-11.314337066396346	Tektite_peak_photo	LB_seagrass_peak_photo			
Yawzi_peak_photo - LB_seagrass_peak_photo	ASV_00105				Yawzi		deseq	manual_photo	peak_photo	Yawzi_p	LB_seagrass_time	131.18811141841138	1.2461958274447712e-15	-6.506903813360991	Yawzi_peak_photo	LB_seagrass_peak_photo			
Tektite_dawn - LB_seagrass_dawn	ASV_00119				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	132.6532326083539	4.197733902980452e-13	1.5376541838504665	Tektite_dawn	LB_seagrass_dawn			
Tektite_dawn - LB_seagrass	ASV_00129				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	92.23608341375704	2.8049859417680445e-19	2.6223411687347924	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00129				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	92.23608341375704	4.419045392255833e-23	2.8911048771200774	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00129				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	92.23608341375704	1.1168862878505837e-17	2.535298620558003	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass	ASV_00133				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	264.93967956920716	4.0198377766611295e-11	0.9603072008564942	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00133				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	264.93967956920716	9.839022498715352e-14	1.0777814179317498	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00133				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	264.93967956920716	1.6822551301544492e-10	0.9471577323466827	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00150				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	180.29647330662488	1.38692807112103e-10	2.2657602020182273	Tektite_dawn	LB_seagrass_dawn			
Tektite_dawn - LB_seagrass_dawn	ASV_00164				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	117.78761291724963	7.068235594010326e-23	-2.2424015414191043	Tektite_dawn	LB_seagrass_dawn			
Yawzi_dawn - LB_seagrass_dawn	ASV_00164				Yawzi		deseq	manual_dawn	dawn	Yawzi_d	LB_seagrass_time	117.78761291724963	4.731582052353273e-12	-1.631085794427496	Yawzi_dawn	LB_seagrass_dawn			
Yawzi_peak_photo - LB_seagrass_peak_photo	ASV_00164				Yawzi		deseq	manual_photo	peak_photo	Yawzi_p	LB_seagrass_time	117.78761291724963	3.5640264882185394e-10	-1.4908103485172426	Yawzi_peak_photo	LB_seagrass_peak_photo			
Tektite_peak_photo - LB_seagrass	ASV_00236				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	33.70506250711136	7.938602311138838e-12	1.566175656096943	Tektite_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass	ASV_00251				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	39.17683041314736	1.2747653581043277e-12	-6.376299455999263	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00251				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	39.17683041314736	4.346468645152225e-10	-5.225016159831255	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00251				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	39.17683041314736	5.062848601516887e-13	-6.563991734705392	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00251				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	39.17683041314736	2.7196862664266196e-10	-6.202034190853981	Tektite_dawn	LB_seagrass_dawn			
Tektite_dawn - LB_seagrass	ASV_00282				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	35.495882644308644	4.613376326079747e-17	-5.862500195298774	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00282				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	35.495882644308644	1.4401369680740088e-16	-5.565342210646178	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00282				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	35.495882644308644	1.463475012416588e-10	-4.185135847024516	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass	ASV_00300				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	29.480931982896134	4.163142143993801e-13	-7.779965873709024	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00300				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	29.480931982896134	9.839022498715352e-14	-8.127224336021955	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00300				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	29.480931982896134	1.5299931829572604e-12	-7.66976706703638	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00346				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	17.1952594521532	3.070879582263501e-13	5.504300478502107	Tektite_dawn	LB_seagrass_dawn			
Yawzi_dawn - LB_seagrass	ASV_00372				Yawzi		deseq	manual_dispersion	dawn	Yawzi_d	LB_seagrass_all	17.758477034005782	4.5608464593785055e-45	-24.50677303670279	Yawzi_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00372				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	17.758477034005782	2.0645852330339828e-46	-24.491003891578934	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00372				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	17.758477034005782	2.0571026168478776e-45	-24.525688699037488	Yawzi_peak_photo	LB_seagrass			
Yawzi_dawn - LB_seagrass_dawn	ASV_00372				Yawzi		deseq	manual_dawn	dawn	Yawzi_d	LB_seagrass_time	17.758477034005782	7.79016700831272e-36	-24.98797112324023	Yawzi_dawn	LB_seagrass_dawn			
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00372				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	17.758477034005782	2.41722005609418e-33	-23.704906375643066	Tektite_peak_photo	LB_seagrass_peak_photo			
Yawzi_peak_photo - LB_seagrass_peak_photo	ASV_00372				Yawzi		deseq	manual_photo	peak_photo	Yawzi_p	LB_seagrass_time	17.758477034005782	3.6682849448216205e-32	-23.84365260157824	Yawzi_peak_photo	LB_seagrass_peak_photo			
Yawzi_peak_photo - LB_seagrass	ASV_00399				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	15.029481212136027	3.6033729099547753e-10	-6.917799872777948	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass	ASV_00400				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	18.191391018321546	1.960295120220826e-12	-6.668754562604111	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00400				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	18.191391018321546	6.04320727881864e-15	-7.449124847644715	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00400				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	18.191391018321546	7.617336241363229e-15	-7.502155229252872	Yawzi_peak_photo	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00429				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	7.675894850332302	3.1919628766344512e-12	3.8337312553857186	Tektite_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass	ASV_00445				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	9.411275458148166	1.2435676342498262e-11	-6.314668854288836	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00445				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	9.411275458148166	2.8554290231761345e-12	-6.4310919149954975	Tektite_peak_photo	LB_seagrass			
Yawzi_peak_photo - LB_seagrass	ASV_00445				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	9.411275458148166	3.540287522458147e-12	-6.5499132240128395	Yawzi_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass_dawn	ASV_00445				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	9.411275458148166	2.5569405726437466e-11	-6.75776128867906	Tektite_dawn	LB_seagrass_dawn			
Tektite_dawn - LB_seagrass	ASV_00495				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	19.31440928739398	3.97943132362835e-12	-5.187987665469494	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00524				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	29.97573957374467	7.85944045032021e-12	2.4809651975557645	Tektite_peak_photo	LB_seagrass			
Tektite_dawn - LB_seagrass	ASV_00528				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	8.091340414151446	8.354436643390841e-11	-5.8578573916690235	Tektite_dawn	LB_seagrass			
Tektite_peak_photo - LB_seagrass	ASV_00848				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	6.828947205421178	4.346468645152225e-10	-5.981734245669925	Tektite_peak_photo	LB_seagrass			
dawn (Yawzi - LB_seagrass)	ASV_00002						corncob	cc_da					4.268499143834945e-22				dawn	Yawzi - LB_seagrass	4.268499143834945e-22
dawn (Tektite - LB_seagrass)	ASV_00002						corncob	cc_da					1.0006472659138903e-27				dawn	Tektite - LB_seagrass	1.0006472659138903e-27
dawn (Yawzi - Tektite)	ASV_00003						corncob	cc_da									dawn	Yawzi - Tektite	4.884703111951536e-10
dawn (Yawzi - LB_seagrass)	ASV_00003						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.9327393852419835e-12
dawn (Tektite - LB_seagrass)	ASV_00003						corncob	cc_da					3.0672105786795265e-25				dawn	Tektite - LB_seagrass	3.0672105786795265e-25
dawn (Yawzi - Tektite)	ASV_00006						corncob	cc_da									dawn	Yawzi - Tektite	7.231364448137024e-10
dawn (Yawzi - LB_seagrass)	ASV_00006						corncob	cc_da					4.006772799597694e-17				dawn	Yawzi - LB_seagrass	4.006772799597694e-17
dawn (Tektite - LB_seagrass)	ASV_00006						corncob	cc_da					2.251018038729284e-37				dawn	Tektite - LB_seagrass	2.251018038729284e-37
dawn (Yawzi - Tektite)	ASV_00009						corncob	cc_da									dawn	Yawzi - Tektite	1.9527934220263957e-4
dawn (Yawzi - LB_seagrass)	ASV_00009						corncob	cc_da					1.2108915768249236e-40				dawn	Yawzi - LB_seagrass	1.2108915768249236e-40
dawn (Tektite - LB_seagrass)	ASV_00009						corncob	cc_da					7.976530958243623e-68				dawn	Tektite - LB_seagrass	7.976530958243623e-68
dawn (Yawzi - Tektite)	ASV_00012						corncob	cc_da									dawn	Yawzi - Tektite	0.02851269207531681
dawn (Yawzi - LB_seagrass)	ASV_00012						corncob	cc_da					2.729072216020704e-23				dawn	Yawzi - LB_seagrass	2.729072216020704e-23
dawn (Tektite - LB_seagrass)	ASV_00012						corncob	cc_da					1.7352501238587997e-34				dawn	Tektite - LB_seagrass	1.7352501238587997e-34
dawn (Yawzi - LB_seagrass)	ASV_00017						corncob	cc_da					2.819961244934797e-16				dawn	Yawzi - LB_seagrass	2.819961244934797e-16
dawn (Tektite - LB_seagrass)	ASV_00017						corncob	cc_da					3.3072494532903356e-21				dawn	Tektite - LB_seagrass	3.3072494532903356e-21
dawn (Yawzi - Tektite)	ASV_00023						corncob	cc_da									dawn	Yawzi - Tektite	8.287375127352697e-4
dawn (Yawzi - LB_seagrass)	ASV_00023						corncob	cc_da					1.1479853187511983e-24				dawn	Yawzi - LB_seagrass	1.1479853187511983e-24
dawn (Tektite - LB_seagrass)	ASV_00023						corncob	cc_da					9.283440684671726e-35				dawn	Tektite - LB_seagrass	9.283440684671726e-35
dawn (Yawzi - LB_seagrass)	ASV_00031						corncob	cc_da					2.172734250981641e-25				dawn	Yawzi - LB_seagrass	2.172734250981641e-25
dawn (Tektite - LB_seagrass)	ASV_00031						corncob	cc_da					3.4818193366466074e-31				dawn	Tektite - LB_seagrass	3.4818193366466074e-31
dawn (Yawzi - Tektite)	ASV_00038						corncob	cc_da									dawn	Yawzi - Tektite	1.4969287987978396e-4
dawn (Yawzi - LB_seagrass)	ASV_00038						corncob	cc_da					9.447663140139252e-33				dawn	Yawzi - LB_seagrass	9.447663140139252e-33
dawn (Tektite - LB_seagrass)	ASV_00038						corncob	cc_da					3.623975492938452e-45				dawn	Tektite - LB_seagrass	3.623975492938452e-45
dawn (Yawzi - Tektite)	ASV_00045						corncob	cc_da									dawn	Yawzi - Tektite	0.006019697986474355
dawn (Yawzi - LB_seagrass)	ASV_00045						corncob	cc_da					2.317343504990474e-25				dawn	Yawzi - LB_seagrass	2.317343504990474e-25
dawn (Tektite - LB_seagrass)	ASV_00045						corncob	cc_da					1.8574167266283745e-28				dawn	Tektite - LB_seagrass	1.8574167266283745e-28
dawn (Yawzi - LB_seagrass)	ASV_00059						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.02515941668802189
dawn (Tektite - LB_seagrass)	ASV_00059						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0022172523872795087
dawn (Yawzi - Tektite)	ASV_00072						corncob	cc_da									dawn	Yawzi - Tektite	0.006776542366326359
dawn (Yawzi - LB_seagrass)	ASV_00072						corncob	cc_da									dawn	Yawzi - LB_seagrass	3.632283175320855e-8
dawn (Tektite - LB_seagrass)	ASV_00072						corncob	cc_da									dawn	Tektite - LB_seagrass	1.8739325197126423e-11
dawn (Yawzi - Tektite)	ASV_00111						corncob	cc_da									dawn	Yawzi - Tektite	2.541733625799674e-4
dawn (Yawzi - LB_seagrass)	ASV_00111						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.798525637956646e-11
dawn (Tektite - LB_seagrass)	ASV_00111						corncob	cc_da					2.3295227703702355e-16				dawn	Tektite - LB_seagrass	2.3295227703702355e-16
dawn (Yawzi - Tektite)	ASV_00124						corncob	cc_dv									dawn	Yawzi - Tektite	0.03115310405738791
dawn (Yawzi - LB_seagrass)	ASV_00124						corncob	cc_da					4.655141362345487e-17				dawn	Yawzi - LB_seagrass	4.655141362345487e-17
dawn (Tektite - LB_seagrass)	ASV_00124						corncob	cc_da									dawn	Tektite - LB_seagrass	1.3124317795935301e-9
dawn (Yawzi - Tektite)	ASV_00129						corncob	cc_da									dawn	Yawzi - Tektite	0.006776542366326359
dawn (Yawzi - LB_seagrass)	ASV_00129						corncob	cc_da									dawn	Yawzi - LB_seagrass	7.766446603640766e-7
dawn (Tektite - LB_seagrass)	ASV_00129						corncob	cc_da									dawn	Tektite - LB_seagrass	6.385293405598252e-10
dawn (Yawzi - LB_seagrass)	ASV_00164						corncob	cc_da					4.006772799597694e-17				dawn	Yawzi - LB_seagrass	4.006772799597694e-17
dawn (Tektite - LB_seagrass)	ASV_00164						corncob	cc_da					1.6058824733601579e-15				dawn	Tektite - LB_seagrass	1.6058824733601579e-15
dawn (Tektite - LB_seagrass)	ASV_00313						corncob	cc_da									dawn	Tektite - LB_seagrass	0.04016680788805839
dawn (Yawzi - LB_seagrass)	ASV_00568						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.8044698593271035e-8
dawn (Tektite - LB_seagrass)	ASV_00568						corncob	cc_da									dawn	Tektite - LB_seagrass	2.223728444219705e-6
dawn (Yawzi - LB_seagrass)	ASV_00783						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.6501478680663406e-4
dawn (Yawzi - LB_seagrass)	ASV_00018						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.20961183159963e-7
dawn (Tektite - LB_seagrass)	ASV_00018						corncob	cc_da									dawn	Tektite - LB_seagrass	6.044958180526331e-8
dawn (Yawzi - LB_seagrass)	ASV_00337						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.01357921069306689
dawn (Tektite - LB_seagrass)	ASV_00337						corncob	cc_da									dawn	Tektite - LB_seagrass	2.6420868322191266e-10
dawn (Tektite - LB_seagrass)	ASV_00349						corncob	cc_da									dawn	Tektite - LB_seagrass	0.040168792670623954
dawn (Tektite - LB_seagrass)	ASV_00429						corncob	cc_da									dawn	Tektite - LB_seagrass	0.04925261243952864
dawn (Yawzi - Tektite)	ASV_00004						corncob	cc_da									dawn	Yawzi - Tektite	0.02026038582527253
dawn (Yawzi - LB_seagrass)	ASV_00004						corncob	cc_da					3.3736963214563e-15				dawn	Yawzi - LB_seagrass	3.3736963214563e-15
dawn (Tektite - LB_seagrass)	ASV_00004						corncob	cc_da					9.707785832205014e-24				dawn	Tektite - LB_seagrass	9.707785832205014e-24
dawn (Yawzi - Tektite)	ASV_00007						corncob	cc_da									dawn	Yawzi - Tektite	0.006019697986474355
dawn (Yawzi - LB_seagrass)	ASV_00007						corncob	cc_da					3.265537999844299e-21				dawn	Yawzi - LB_seagrass	3.265537999844299e-21
dawn (Tektite - LB_seagrass)	ASV_00007						corncob	cc_da					1.6930807167240248e-31				dawn	Tektite - LB_seagrass	1.6930807167240248e-31
dawn (Yawzi - LB_seagrass)	ASV_00008						corncob	cc_da					6.508743029001257e-16				dawn	Yawzi - LB_seagrass	6.508743029001257e-16
dawn (Tektite - LB_seagrass)	ASV_00008						corncob	cc_da					3.0672105786795265e-25				dawn	Tektite - LB_seagrass	3.0672105786795265e-25
dawn (Yawzi - Tektite)	ASV_00013						corncob	cc_dv									dawn	Yawzi - Tektite	0.04520811681596263
dawn (Yawzi - LB_seagrass)	ASV_00013						corncob	cc_da					4.3111086873391774e-14				dawn	Yawzi - LB_seagrass	4.3111086873391774e-14
dawn (Tektite - LB_seagrass)	ASV_00013						corncob	cc_da									dawn	Tektite - LB_seagrass	9.76900675587527e-12
dawn (Yawzi - Tektite)	ASV_00014						corncob	cc_da									dawn	Yawzi - Tektite	0.04406453708414166
dawn (Yawzi - LB_seagrass)	ASV_00014						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.4090442717422263e-9
dawn (Tektite - LB_seagrass)	ASV_00014						corncob	cc_da					8.734574089417442e-16				dawn	Tektite - LB_seagrass	8.734574089417442e-16
dawn (Yawzi - Tektite)	ASV_00021						corncob	cc_da									dawn	Yawzi - Tektite	0.006776542366326359
dawn (Yawzi - LB_seagrass)	ASV_00021						corncob	cc_dv									dawn	Yawzi - LB_seagrass	1.0092677021628048e-8
dawn (Tektite - LB_seagrass)	ASV_00021						corncob	cc_da									dawn	Tektite - LB_seagrass	0.033070807373231544
dawn (Yawzi - Tektite)	ASV_00036						corncob	cc_da									dawn	Yawzi - Tektite	0.006776542366326359
dawn (Yawzi - LB_seagrass)	ASV_00036						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.1981298278163486e-7
dawn (Tektite - LB_seagrass)	ASV_00036						corncob	cc_da									dawn	Tektite - LB_seagrass	1.3085137731499475e-13
dawn (Yawzi - LB_seagrass)	ASV_00053						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.01048491830061664
dawn (Yawzi - LB_seagrass)	ASV_00057						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0010456735654232926
dawn (Tektite - LB_seagrass)	ASV_00057						corncob	cc_da									dawn	Tektite - LB_seagrass	3.460349387816747e-5
dawn (Yawzi - LB_seagrass)	ASV_00058						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.007432087935211e-5
dawn (Tektite - LB_seagrass)	ASV_00058						corncob	cc_da									dawn	Tektite - LB_seagrass	2.413645776086885e-9
dawn (Yawzi - LB_seagrass)	ASV_00093						corncob	cc_da					7.718750262564975e-15				dawn	Yawzi - LB_seagrass	7.718750262564975e-15
dawn (Tektite - LB_seagrass)	ASV_00093						corncob	cc_da					1.9525056788907526e-16				dawn	Tektite - LB_seagrass	1.9525056788907526e-16
dawn (Yawzi - Tektite)	ASV_00096						corncob	cc_dv									dawn	Yawzi - Tektite	0.024480870000427066
